Reserve_Location,Vegetation_Type,Water_Source_Availability,Human_Activity_Index,Predator_Count,Reserve_Area,Season,Average_Temperature,Rainfall,Altitude,Food_Availability_Index,Nearby_Population,Illegal_Activities_Index,Soil_Quality_Index,Number_of_Protected_Species,Tourism_Index,Funding_Level,Reserve_Accessibility,Species_Population
East,Forest,0,0.4087341710980964,18.0,269.53431976686306,Spring,11.957490831687416,6.078385738693404,1448.52760082664,0.4084555814084826,3534,0.37208225496289593,0.3156332153671523,4,0.003959943012142753,11.01335833560746,Moderate,134
North,Grassland,1,0.02538635566034486,8.0,99.38128940487658,Spring,32.34844271035303,337.0099595293963,2557.424998656984,0.6796972168333453,3296,0.7598236584283884,0.49101976266891,48,0.5011627314574904,416.63603741375056,Moderate,465
West,Forest,1,0.15615259736619036,3.0,296.58177003816184,Spring,34.654510259770746,25.91789955986451,280.94279893500396,0.056680432165835404,1940,0.33882348242280735,0.32073358231157123,25,0.3837724579774092,155.00866741675458,Difficult,472
South,Grassland,1,0.7159722288473975,1.0,254.4698005519824,Autumn,-6.877120319046428,274.42933253867795,1072.3092452270575,0.034672704226066386,4408,0.9520624466390027,0.19225791846809193,4,0.9720793354745572,664.4506570932596,Difficult,445
North,Forest,1,0.6589239419101514,3.0,429.9606872328272,Winter,34.17323814930303,143.8163645218391,294.3479594785089,0.391910562943909,1882,0.7379277689988003,0.3094695490886009,21,0.15915908399382983,708.799264906154,Easy,141
West,Desert,1,0.02709599250348349,1.0,94.13716135291006,Autumn,12.415952768471108,153.3882997610706,2928.4950870893044,0.6971636921379805,4908,0.59742924257342,0.974904272810235,14,0.354154196759495,177.8797954606286,Moderate,427
West,Desert,1,0.22197216193294944,14.0,269.7085116598002,Spring,15.521624450211611,176.4792517261783,2469.2243310883264,0.19343534295648257,2987,0.8808951605447525,0.4111134169948486,12,0.41948148508981975,888.5332885244849,Moderate,462
West,Grassland,1,0.2310747965880714,1.0,117.52189911229291,Summer,21.329625554660513,310.64622452480506,2572.387521613314,0.6415044812562517,3159,0.04960590834948275,0.44471277685833577,27,0.3906935371009488,441.9078449789259,Easy,426
North,Wetland,1,0.6718927435987284,3.0,196.10416710052698,Summer,36.31913033650434,167.02498283438462,2820.0991711582933,0.25982813794029946,4775,0.25706269218920874,0.57654498995114,32,0.6658308276518625,142.84590759192372,Easy,130
North,Grassland,1,0.019710537754364155,5.0,381.81068482450985,Spring,-9.044195278511799,366.3495252951402,346.8001097473775,0.8860861088135163,4530,0.46503633422090995,0.9833407684142266,42,0.21551285754776883,764.2515980693954,Difficult,206
North,Grassland,0,0.10410858198457384,6.0,264.20815821594493,Summer,13.842173415890855,202.26369278693485,1218.2330182886667,0.8956899442666165,681,0.22697853947152102,0.241601276435763,22,0.22107155281399182,789.9745000167728,Difficult,303
East,Forest,0,0.7999160853731894,9.0,219.1497283155962,Spring,24.386102121528033,34.17660015497931,306.00117822760615,0.2972872042813265,1073,0.7439051873021519,0.6812821105324338,32,0.7292109485008531,639.2954726654575,Difficult,491
North,Forest,0,0.1785446620543336,18.0,227.51432535651588,Summer,26.135347884911425,391.8799212420536,711.299994495083,0.2299937539632405,2387,0.9192080310537252,0.7159846935417241,42,0.5002905186781796,853.4655532025531,Easy,131
North,Grassland,0,0.6527461078518747,18.0,256.75104578269395,Autumn,24.6266215768554,142.879162296353,765.1607534092499,0.41130397206623126,2394,0.4237701199309234,0.6073244167930659,17,0.4151556760573104,737.3729720306713,Easy,291
North,Desert,1,0.23818278104672652,11.0,403.2574447266756,Winter,-3.278243529593907,216.3834397996313,1460.4109120379783,0.24053158518014872,2693,0.34213260011189495,0.08857833963664408,49,0.1692030516772518,882.2057372269905,Difficult,394
East,Forest,1,0.09944139275934516,2.0,451.4381100231055,Winter,4.969779418584061,342.72194161095075,878.8302856155635,0.6723838432917036,1370,0.9615507321375663,0.6768722758275765,29,0.1875272229121666,433.8880484854795,Difficult,269
North,Wetland,0,0.24317219099945409,12.0,479.90060892676775,Autumn,7.935776270850674,166.228078574356,392.83650977150717,0.8260646845482855,4744,0.44485243282754083,0.06409471103617548,25,0.010551636815900545,747.5971280994424,Moderate,48
West,Forest,1,0.7222669318556592,17.0,404.1065238148828,Autumn,30.221860383975248,28.29282807335781,585.7241583729124,0.673092130911217,4340,0.4890484004492832,0.5961426495498969,15,0.09142626886170924,999.7515634290444,Moderate,63
North,Forest,0,0.8556964681062857,7.0,191.93310308660574,Spring,3.937993620727651,186.9605235064068,527.0991343010637,0.8243504472493495,2156,0.35164987234190537,0.7395811772217427,12,0.556838694690241,724.9311975196192,Difficult,483
West,Wetland,1,0.8302198645669916,14.0,359.660617738944,Spring,0.5352481933601574,472.22429134715173,2921.9227139456652,0.39699216220747413,2580,0.9095484730121384,0.21096989061995042,38,0.8918731300084098,114.18378023713215,Difficult,170
West,Grassland,0,0.3971835296184548,0.0,246.92140582492635,Spring,37.87240095190481,320.8671986492791,2301.9482700635735,0.15631697070886086,4391,0.5689554832818507,0.841622007542774,32,0.28716476513055744,518.318722429183,Moderate,298
East,Grassland,1,0.20498429541582097,7.0,428.39221074166517,Spring,39.89104278409891,316.1410768188199,1375.2474108729348,0.3604745051415539,3248,0.8118067183508864,0.8438128636583061,47,0.1156056106115122,174.210675071391,Moderate,285
East,Grassland,0,0.29314773026101326,3.0,67.29185703304626,Autumn,23.841064942869778,99.4960694797184,907.2685968217041,0.6712708252291325,3731,0.3418490419172582,0.4603290506427651,0,0.38863094560710276,962.8916341780376,Moderate,25
East,Grassland,1,0.8963358185211198,15.0,455.7928964609406,Winter,31.423464972455854,209.16693205114007,2415.0502719066412,0.27064394198176567,3829,0.43369433132038004,0.2175879399316445,48,0.03722170456932916,175.5797776346163,Moderate,414
North,Wetland,0,0.013001923510736035,9.0,257.6648590811304,Summer,4.730969817309658,375.4698991816591,1046.1363623193256,0.08122963480667267,1627,0.8484717744062646,0.133778144993968,37,0.9176006962619002,177.55791971322276,Easy,182
West,Grassland,0,0.08550853085446808,11.0,336.74066456372617,Spring,-9.284236116647001,50.686448776579574,968.21178374551,0.9925817954877634,3472,0.36325535167581025,0.9533071675823725,1,0.6731113481245287,915.167137974555,Easy,257
East,Desert,0,0.20788625514602732,13.0,346.70926499260224,Summer,26.893475928076505,138.92638804485614,774.2673774027105,0.15620150793059928,27,0.7939351334518513,0.07266558758115671,48,0.9907488093932189,465.20543312167104,Difficult,392
East,Wetland,0,0.026532203873819715,13.0,452.80298331794137,Summer,31.70722985003379,138.1595542329268,476.06903685028254,0.988420993963481,1985,0.9409923225744371,0.19909341993592566,5,0.8828231626784937,63.188279274516205,Moderate,227
North,Desert,1,0.18143543508979731,1.0,336.5013569752433,Spring,27.023806597675957,216.009463797253,843.7428769486213,0.9772799325664473,4153,0.623210373068007,0.34782234743304596,45,0.47299059369815266,598.1874999385286,Easy,96
East,Grassland,1,0.5830415609696922,4.0,326.2701131420278,Summer,-2.8574856349580706,490.1843704710925,1130.4272705742744,0.7938181039080396,1521,0.7416272874518889,0.6202348489611205,49,0.5196850311503769,601.8263486330478,Difficult,91
North,Forest,1,0.42142455059249795,4.0,79.99341825231048,Winter,27.671396112848456,33.751273341910974,2054.5832036226184,0.6594229620819976,296,0.8050973120411349,0.5448010852760984,37,0.19057604651719384,64.5007586865618,Difficult,71
South,Grassland,0,0.8926717110769748,5.0,283.2836098753418,Autumn,28.446139105382052,259.3504971902975,281.43804243640955,0.5778070502510847,2181,0.8450396488966425,0.12564349241231398,41,0.4620393428395556,972.522495633662,Difficult,296
East,Desert,1,0.8174435617384409,12.0,117.57605036766874,Autumn,22.927025783502742,89.68234100610523,710.4701250294945,0.8661015453778347,3402,0.39505333785679597,0.2897279837382146,23,0.9030278734928117,544.0299652945756,Difficult,51
South,Desert,0,0.34181735169787597,8.0,381.84519592466853,Winter,28.30579663977931,485.33827270487205,2446.1685568458615,0.28943952161948794,2296,0.05126345917599817,0.23875177108602408,17,0.05085342363582113,559.7957221797642,Difficult,21
North,Wetland,1,0.2594234334312925,14.0,280.4998643657035,Summer,32.296071983886605,56.6517523637321,526.0735783929351,0.46768121248487704,2597,0.4018762712367395,0.21354285449034138,26,0.8635568029983097,520.1154145023945,Moderate,330
West,Forest,1,0.3796924081672669,13.0,356.102500643759,Spring,20.680205711872922,201.80050118079564,1093.6709249153123,0.6193899693665019,901,0.6737562297840898,0.41114433647998705,40,0.34094780164260974,610.73177964462,Difficult,243
East,Wetland,1,0.5902949425148077,9.238297872340425,68.75280527107292,Summer,-5.569764301516047,368.9424924173031,2607.5108733886063,0.4111904758694911,1098,0.4503503857807928,0.7040314525916569,7,0.8995127650963098,264.29975277375496,Moderate,338
North,Desert,0,0.26806364082287626,19.0,88.15640722061144,Winter,14.381390483360544,352.27721401372264,549.2834023159837,0.427486454090268,1677,0.7489631508603986,0.21745293221723594,27,0.9408799063414847,287.2413479748408,Easy,140
West,Grassland,1,0.624148907849134,1.0,372.345524628207,Summer,-6.117533266419747,211.36431844696614,339.93682329275066,0.3302846675020844,2881,0.3569824294686639,0.3666788797029814,9,0.6708648870019059,511.3390897961327,Difficult,124
West,Forest,1,0.4094116521912404,9.238297872340425,82.43795119940302,Autumn,10.377151551621541,173.26208397635912,1505.1601857320313,0.564231816684536,4866,0.6347441411040295,0.39091742684116226,16,0.6644237865926779,806.6858547635795,Easy,227
South,Grassland,0,0.5520471808519802,5.0,82.06552749436636,Summer,10.35532445628138,198.80618927643528,977.0165827077556,0.850574528015116,1378,0.18641980485397458,0.9764565294354102,28,0.4527543377087401,49.864576494178856,Moderate,146
North,Grassland,1,0.4361265291353167,16.0,55.448813855699356,Winter,-6.699507792987921,132.13813157931963,1733.884257003177,0.20152837800631285,1248,0.7493694366449569,0.9546663568790689,5,0.8355402245437075,603.404212220246,Moderate,115
West,Forest,0,0.29446575954191767,1.0,480.42562923476606,Autumn,7.441026698473966,102.6664693533999,2431.034182402078,0.9344330387534414,3735,0.5456959688130258,0.8001375827520759,13,0.9616127584332832,806.778142506314,Easy,188
East,Wetland,1,0.9484533069621567,2.0,381.8787617565531,Summer,-4.450095060434258,241.519848779445,497.7306156429552,0.6890876537482297,4241,0.20406438854660058,0.24165892081918516,21,0.7750818003391192,156.91727203722715,Difficult,25
East,Grassland,0,0.7636057941597608,4.0,208.96313382592888,Summer,30.411760500461106,134.26687803380366,1784.0273452074264,0.8232732126800302,1264,0.29191117349780726,0.06803731409166969,5,0.6219367337567092,15.022541980566295,Difficult,481
South,Desert,0,0.14011317576645255,4.0,183.44101157944485,Autumn,37.38440129822354,143.73083244862505,1565.9754051306054,0.5561906926300116,1907,0.7486087085818324,0.31690413772062476,25,0.6067928958213368,312.71329514145805,Easy,251
West,Grassland,1,0.8684679758979128,0.0,207.3664533856323,Spring,-6.38417623710307,328.37803173727855,517.8284794382787,0.7795167014240635,1058,0.4826012356615207,0.26679454943383085,38,0.8494699015836623,588.1437067295982,Easy,343
North,Forest,0,0.48743119824951364,7.0,398.59408903153184,Autumn,37.75576036458507,484.2686658499461,1909.595608034049,0.01620039733946721,2749,0.2160314403930722,0.5059258001463939,11,0.5412037657712984,138.2831734047477,Easy,390
East,Forest,0,0.8945522268940914,11.0,347.6167749816865,Spring,16.12882996683726,301.81860027968753,893.5572117962378,0.8183804247795352,2048,0.9672711903702976,0.7777279100677931,34,0.8038598862488227,426.1223709724855,Difficult,396
West,Forest,0,0.7998552559473152,3.0,133.33800554036057,Winter,4.978283897693695,38.489733532483136,1514.7195237776361,0.04013885908536652,4248,0.7151250198168879,0.858322938878858,13,0.5088852551742458,552.3214973742779,Difficult,235
West,Wetland,0,0.42521350446923345,9.238297872340425,128.34920090033796,Winter,-6.156896236191825,37.79180692703349,338.5897404034795,0.8899133763628625,2476,0.9571348325397961,0.8448640854105085,21,0.06244427497392413,598.8830947573172,Difficult,490
South,Grassland,0,0.022469308320117398,14.0,94.27804237102879,Autumn,15.03121340352089,475.711610422783,1432.7937659195068,0.9919627472386433,4016,0.4271050453603432,0.35967556122306776,22,0.38394700890415523,274.41172100037517,Easy,251
East,Wetland,0,0.2686773593849461,10.0,347.1362238656022,Autumn,29.72577722453743,148.6453951536668,988.7440573241789,0.2940674621767778,4603,0.47510034069172047,0.6872343434606829,47,0.4444409576714987,400.0296359862914,Difficult,417
East,Wetland,1,0.5416342146608669,9.0,393.9676979997812,Winter,25.354323863334905,46.03349304123772,2484.9055124375277,0.21031855628579366,3197,0.8979552161850192,0.31283419752422004,6,0.1416172449866172,778.3392290675587,Moderate,466
North,Forest,0,0.6334782198261473,2.0,169.27089274625183,Spring,-7.488699426801312,299.52229357519076,265.238308292368,0.7653633638580407,4586,0.5250493402453846,0.06090554323518271,39,0.10249632918921281,941.2146941206855,Easy,150
East,Forest,0,0.2578876854332023,13.0,59.42523246391077,Winter,-6.354908231604824,311.82438914513307,1313.9610972631567,0.2530263409202532,3553,0.7072789119056672,0.7015652656029423,49,0.5354649496569541,861.8803311182572,Difficult,395
North,Wetland,1,0.13935607407282413,15.0,86.9772503643923,Autumn,10.143664131631855,324.2524100593441,1429.4511299811702,0.8655623831722035,4440,0.25217287749552997,0.009827552569787845,24,0.08514363655608215,564.2835017334319,Easy,208
East,Grassland,1,0.8349302367992991,9.0,485.5370156802637,Winter,4.764524702397164,133.70101392877066,2202.517621267444,0.10284259215747671,1761,0.44672646870264054,0.40918258745848857,12,0.30294516789008397,410.2928029439465,Moderate,121
South,Desert,1,0.9844021807035521,9.0,182.95014986483912,Autumn,1.619216152802391,7.555342107237517,1765.433967761612,0.12595519637935826,220,0.12344986581035511,0.32937926930207573,20,0.744596975963076,332.9566143714182,Moderate,136
East,Wetland,1,0.5256901823026858,11.0,396.15041652716013,Autumn,4.05022494543568,482.5076847272359,2034.915777863125,0.9791515551006156,4818,0.20598003587696168,0.6933775385188524,40,0.9644321795679808,124.95656608401806,Easy,30
North,Grassland,1,0.1716792858483035,8.0,331.0986059844187,Winter,30.174137164844232,125.44652284555124,2353.4429283900927,0.6738388982700046,4623,0.000943415267631087,0.7662454727603789,9,0.7178705805519285,106.55124721611298,Easy,156
North,Forest,1,0.27230732651936895,0.0,221.87283784380315,Spring,36.461402681592695,338.0131440262737,2600.3886236087474,0.8468872244289528,2888,0.03926505164866023,0.30409463597128383,8,0.9926255484528702,688.3576249136577,Moderate,98
South,Forest,1,0.018390676547466733,4.0,142.55926798799982,Summer,10.255134726378323,353.31493493935477,1010.2389404951645,0.324329377351518,1664,0.9772838231769293,0.8116270144448535,14,0.6983379712794027,259.7944161711604,Easy,312
East,Grassland,0,0.914298806560499,19.0,104.62388817173289,Winter,35.30555010662486,305.00370853974283,1660.2658455553185,0.6764837495206044,3986,0.2423536951367623,0.29391676050493376,1,0.2937944706543275,254.6616864324468,Moderate,415
East,Desert,0,0.11775108289014113,7.0,326.75583561749,Summer,6.074785062394099,156.4536971068241,2536.3134274736794,0.5942418273085972,4576,0.663310709504002,0.4463263599865612,24,0.6720525405053619,998.1950544777857,Moderate,212
South,Forest,1,0.5765164755142536,10.0,398.58520128700457,Winter,13.821849317189582,135.54812688203288,2969.4082797986634,0.603150120122947,2977,0.8390996987996115,0.7270185270141339,12,0.7021567651969038,187.9259578737954,Difficult,426
East,Forest,0,0.274055220687206,11.0,339.7569140935088,Summer,1.3014498907999865,298.83414135135155,2679.6060020269133,0.6825324595377216,1871,0.5506604592365643,0.6929202292247886,33,0.3717269846164606,148.05975948882966,Easy,425
East,Forest,0,0.5541780025157934,0.0,288.6359599621212,Spring,22.023802108792196,433.04781680584574,1177.2550616106928,0.5753591731290986,1462,0.1531445000839562,0.9873684723122,33,0.017713850609389015,98.68522775992061,Easy,457
North,Grassland,0,0.6514203883518642,19.0,68.87805054423632,Spring,38.94905575874044,473.3668644616978,665.9828999340862,0.42906236930266595,344,0.7281164373361664,0.22516102421593187,34,0.703199784775487,579.8053451667962,Difficult,94
East,Wetland,1,0.8297418037072016,10.0,485.8199499174727,Winter,20.17465480216893,52.952902201878814,1519.2383584791073,0.27592269438054684,44,0.600251410099583,0.6623179135395824,37,0.02170009527554162,627.8638260021014,Moderate,176
East,Forest,1,0.2064212717606032,4.0,409.42138624455856,Autumn,7.890704205677444,77.41430629885993,2250.7602103245226,0.768581330913202,2068,0.7312505893473751,0.6096819082757774,2,0.6311880780600712,365.2279262568819,Easy,393
South,Wetland,0,0.010995828658480478,14.0,181.76991651543412,Summer,22.39087229952642,472.3681293915398,1528.450305184563,0.2262724300031862,1514,0.7697466228570872,0.9150984544900299,41,0.16361648874255508,535.4133355114677,Difficult,477
South,Desert,1,0.13688563006880727,4.0,490.9866482114828,Autumn,-3.8539660767306216,368.2676141673963,1501.2245036096385,0.6923543061544142,2598,0.9754103676847451,0.15636214164487505,5,0.5656035277480433,788.3995309449125,Difficult,81
West,Forest,0,0.9000186418481051,11.0,320.84671533634497,Autumn,34.432954013269935,441.49691241488654,2530.8682211372216,0.23333282264932664,1001,0.57356328002671,0.751798163586933,47,0.5039130253806,818.1041683217484,Easy,307
North,Forest,0,0.8738900775625152,4.0,312.0901961932609,Autumn,15.154197538991816,101.31631706767158,1148.0709592948403,0.6253301699544539,1033,0.3416411126906018,0.5682686162687683,48,0.013513642306182572,957.9120757156483,Difficult,494
East,Desert,0,0.5974131021703083,16.0,386.6329307432894,Spring,12.467487101982105,293.79293555470093,2593.4045569537725,0.7470782671290289,2040,0.6484645569002371,0.2746658697879054,18,0.36286581699510345,824.2679859228746,Moderate,18
East,Forest,0,0.6005168604336534,16.0,415.2964046405619,Winter,19.29323942267596,350.5697972087368,1279.7339227599982,0.2187138889065392,273,0.06844070924262613,0.4744349141471741,2,0.6010911673963028,564.8414367174266,Difficult,290
West,Wetland,1,0.6650366745462555,11.0,345.41537329917617,Winter,21.239193139470125,340.05594272348634,1051.8760064671842,0.05994330086130828,2647,0.8973973183215863,0.3337765970697978,17,0.8486065518987798,179.65696583684598,Moderate,482
East,Grassland,1,0.1753712786234496,14.0,107.64308586479001,Spring,-6.411209688674349,204.07584543334906,1416.5707424791271,0.13097374299417408,1779,0.11938101133819679,0.5793134027884609,38,0.8886421138365173,99.7635577028424,Moderate,490
North,Wetland,1,0.9144119459249598,14.0,202.22037769752427,Spring,24.130861061170123,7.697445845654238,2311.0961801571184,0.6059969672710255,4476,0.32784283788581825,0.8890006108146659,8,0.4838499700332233,54.5118899108592,Easy,267
West,Grassland,0,0.4187705248920731,5.0,467.6376381467224,Winter,2.096584015776479,291.46302840213156,465.4058808055834,0.8494464062257355,478,0.8157453806261209,0.569304984412202,11,0.7284224872994381,666.5258317853837,Difficult,284
North,Grassland,1,0.38313852824949746,11.0,151.07702532973337,Autumn,25.697631625329493,126.55076958980437,669.6157260288504,0.04499682123542437,515,0.5973123783307118,0.631722418326584,4,0.31645457653345765,807.5362553979932,Moderate,247
West,Wetland,0,0.5189177052828375,19.0,217.475160726881,Summer,31.126739719209837,225.12712307144517,2859.1899944229667,0.7341512590416462,4286,0.3936355202774421,0.5187478471147094,2,0.34218640575865744,508.68395068407904,Moderate,29
West,Wetland,1,0.046965966775055046,9.238297872340425,244.4345973248882,Summer,30.197925377626014,478.79050754190865,608.9257194059364,0.3413186459500521,1191,0.4734356593750214,0.051165506445475906,10,0.19446351918231375,54.71417483363994,Difficult,499
South,Wetland,0,0.1662833687560794,13.0,247.73224536250348,Summer,17.625048370394456,199.51765882121737,1746.4092220000582,0.4785283699195225,2668,0.8545473932021803,0.23285855687609425,29,0.5619481099932393,535.4705745913382,Moderate,242
North,Wetland,0,0.7380336164263704,1.0,325.8228121225365,Autumn,16.008494615537558,419.90080333221334,1780.0119533196198,0.9288595498455656,1411,0.34000438605989214,0.49200172943208276,3,0.3145641509273652,935.7492615245504,Difficult,499
East,Desert,0,0.08279866792512647,9.238297872340425,474.3841269851184,Winter,-2.856201933029414,94.27030287462557,1519.91093994571,0.33197150473584547,3280,0.8696496848121713,0.31023528374470477,4,0.08437089643850504,597.6131909324605,Easy,230
East,Forest,1,0.6031521094663882,4.0,158.31172032462723,Spring,28.767307520156777,336.23024901251443,1969.761220872774,0.46533693393948605,271,0.08813443097669149,0.18176359776119422,0,0.6850060866631787,809.4274884628148,Moderate,335
North,Grassland,1,0.24534910968132095,19.0,104.67561933541313,Winter,3.5704690223357183,488.50347721947173,766.4975048130934,0.013682414760681105,142,0.7767984372086307,0.5041328419184383,26,0.7077532076053982,800.1526483917506,Moderate,26
East,Wetland,1,0.38929561404197655,0.0,138.86172043697178,Autumn,14.834771140897328,50.9465504364684,1702.7205765525698,0.08159872000483837,3332,0.8475476330547363,0.3228097934478503,27,0.35999241877905785,932.1290997806528,Difficult,389
East,Wetland,1,0.28869373677069987,2.0,449.1162050941713,Spring,4.2137046463758345,4.159971113596006,1179.3024402160017,0.258591591134784,787,0.18181765283733875,0.2581076431734147,28,0.0767233994560228,770.2287656498733,Difficult,98
North,Wetland,0,0.35567271646494913,5.0,340.6148656948427,Autumn,-3.3085818500153428,216.79139631630719,2018.8350529246482,0.027852240821074403,1681,0.43034653237220044,0.4639854174403808,17,0.4262977174034259,747.7005140130896,Difficult,495
West,Desert,1,0.7190459051842455,4.0,178.65805515762207,Summer,21.47788484458683,46.3127415256836,509.54827578213343,0.631375326048251,622,0.16549977466365562,0.13328425808217315,11,0.44233545805021546,234.10266497064057,Difficult,205
North,Wetland,1,0.297121715623175,4.0,417.17612253587777,Summer,-7.283398258854809,374.1921748381157,1755.5445088344811,0.4263983568016225,3841,0.7066041289942178,0.9277457330754073,12,0.668670884897893,59.92515532108145,Moderate,359
West,Wetland,0,0.5664046402968972,0.0,437.6164983635462,Autumn,27.43226170631,457.27433192427947,637.2840306116387,0.548145202728022,3676,0.5353477680616567,0.867702097919239,40,0.3154163912586835,517.5994650538078,Easy,93
East,Wetland,0,0.47605040219909966,16.0,430.9314524106251,Spring,5.8793397630558335,217.01048635437942,908.0648830336055,0.17464718589632955,2572,0.635323346708321,0.7076205857405353,1,0.6825992797813054,124.4342079467552,Easy,396
East,Forest,0,0.6636711653626481,18.0,463.5169401377995,Spring,-9.993265349775735,129.3558210777205,734.2584209383914,0.2959320294366161,3260,0.19648696695621115,0.10621382758845621,36,0.8714885417573883,962.1958762779913,Easy,96
East,Desert,1,0.936829739324758,13.0,163.50845907801272,Winter,15.556456961861489,217.20165950330488,630.2295616195696,0.6638244748527251,4712,0.21174586205241952,0.775877254469693,44,0.23748604236219983,289.9247626330286,Easy,316
South,Wetland,0,0.7325720972102503,9.238297872340425,389.76886793582526,Summer,-7.657404573619844,361.7239089250005,2494.561759525934,0.9653027236303998,66,0.04149732550990637,0.807957328109019,15,0.9789195561198998,852.9442033842931,Difficult,347
West,Grassland,0,0.21494037859075676,9.0,257.242773773363,Winter,3.808477891044973,4.527080790185489,928.551946216582,0.0504167736022092,4286,0.3220675351957297,0.7677646177143377,47,0.38636813713680696,387.62462520245936,Moderate,163
South,Grassland,0,0.031183135061284672,19.0,428.8993488005277,Winter,25.348824372785806,294.7269947423486,2788.6589674069032,0.8903843208552661,4616,0.559744661333675,0.11396588711924116,23,0.26725868514706175,323.19424985737743,Moderate,449
South,Grassland,1,0.2622640442998251,17.0,377.82080472272594,Autumn,-6.865518918906707,306.6458424436895,2912.7869235010535,0.5768812013112085,1140,0.8579349139973288,0.6439079570677647,34,0.4215111825102905,935.1585723766211,Moderate,237
North,Desert,0,0.5950779307002548,10.0,399.4013509248761,Autumn,31.966924617800117,318.8441234479678,1756.6553628175823,0.5639195667556237,2314,0.6669274474586807,0.8343247957493986,21,0.09439747590385916,363.322572086224,Difficult,457
South,Desert,1,0.05142581348425035,1.0,345.27282695648216,Winter,-9.809003867070844,121.0110399904386,514.7032557306065,0.5002785352077603,2532,0.43539632339975143,0.5773534012196677,35,0.12570590651211566,390.2879086631365,Moderate,273
North,Grassland,1,0.49636624720123634,17.0,129.8429462613681,Summer,2.3411934600951128,357.0263616890634,1186.1899058007857,0.06939408590418339,3580,0.9531201143941378,0.646407375228089,10,0.4144340469683314,106.09177961290916,Difficult,474
North,Wetland,0,0.5968428489168892,6.0,295.26211350362223,Autumn,27.045202807603573,45.6957431658882,2413.4235637098204,0.08987685173616067,1187,0.7192452005758319,0.4583634794263062,45,0.7624445219391001,670.4466652825093,Moderate,232
South,Desert,0,0.3342438908169608,14.0,493.1013827860287,Winter,5.813507486465339,99.6351682334004,1165.4331132215043,0.6009120056590861,4471,0.93016520286255,0.5287073198840526,28,0.9003122395744909,288.8394144775135,Easy,430
West,Grassland,1,0.7709122037458219,10.0,471.8246299237035,Winter,-4.905380596699324,438.735023327241,352.34993307808736,0.3409585714355583,4748,0.5275879732721657,0.034376858351725215,34,0.6648179907162709,585.6041678395072,Difficult,130
West,Grassland,0,0.1065982531337718,17.0,69.42818110865525,Winter,8.011695940021394,369.3615753632832,1714.676241691745,0.9172680665776807,3339,0.2589042747931396,0.6389630219732846,47,0.10521955523816973,591.3517040532095,Moderate,490
West,Wetland,0,0.07513778173580876,11.0,124.1666670782467,Winter,3.519664319226276,6.872777005672626,2550.8504693385007,0.40659053735947226,548,0.052826686364721986,0.08144721289115919,14,0.672019762180535,719.199695595767,Easy,420
West,Forest,1,0.7281887562036033,9.238297872340425,109.27794805455287,Winter,32.13559510802774,124.1881301849001,2408.186522716157,0.14328145870264108,4087,0.7260848514838505,0.4350145943402234,30,0.6354279207029719,745.2414861724412,Easy,182
West,Desert,1,0.49549131620619846,19.0,376.690959493383,Winter,5.667395879257157,107.20324149658228,607.8571063780244,0.714718833502036,72,0.12130299800553412,0.2926550976674078,41,0.8057639182933313,514.4524344015394,Easy,13
South,Wetland,0,0.688402396427736,12.0,418.0033984356253,Autumn,29.446623588800364,135.40316401848628,2051.017381796153,0.29335342144100984,198,0.3027751282719672,0.5454279502117131,40,0.8252486666521809,330.991947603403,Difficult,351
South,Grassland,1,0.4348273386037462,19.0,146.08011483980238,Summer,34.593607240536734,123.7798851399432,739.4623639633766,0.5254703073558932,3201,0.5324709078838974,0.13341633552320709,42,0.8682030757789789,837.4508948347338,Difficult,137
East,Grassland,0,0.2464020332391068,15.0,277.63371182832304,Winter,11.690870978826478,31.26314787142287,732.8018502012994,0.69783278550517,1781,0.5644165877797477,0.6916434019733182,15,0.41413151457909836,309.8656494084847,Moderate,483
West,Wetland,0,0.8191023176741997,17.0,428.31636260504,Spring,35.4971571927196,229.47025829841016,2634.808142585037,0.9002641112020704,571,0.600583196987136,0.7950115369284704,9,0.6978643953521443,507.50909446933144,Easy,489
South,Desert,0,0.7994158789689793,9.0,379.76069514481276,Autumn,8.865902698159644,366.3667373930826,824.0399629466674,0.7921911948016761,790,0.16625533034970064,0.1633544497431565,48,0.26825035892231075,401.252583203728,Moderate,481
East,Forest,1,0.6946964708544268,7.0,294.00674247133173,Autumn,38.20392082450541,303.36586235871823,863.4173049022324,0.6763610678727241,1638,0.37973740482164875,0.10431308735188216,31,0.9993362799835043,855.0783859696882,Moderate,119
West,Forest,0,0.2721451372299627,17.0,315.6564607064478,Winter,-5.535523773721353,336.43583429903987,101.89483320776871,0.6796331823951436,1831,0.6171942271169667,0.14551548278735915,1,0.17533424137685993,431.9185311458288,Easy,364
North,Grassland,0,0.5902306668690871,0.0,278.762246112326,Autumn,24.350963325162134,40.574589268119574,2624.9401989640014,0.9459246440320865,1855,0.9698188646337847,0.8771275618985017,23,0.01011443166083581,386.0991888374843,Moderate,46
East,Desert,0,0.3609738969400268,7.0,183.89680309346926,Winter,14.690702022846434,475.7453550883936,2398.5249583064906,0.29582409749653604,1174,0.7276311376996887,0.5281892617563562,22,0.148808714518176,689.8236928976374,Difficult,489
